Address,Latitude,Longitude
Alexandrinenstr. 105/106,52.50444394832,13.404537269937
Alexandrinenstr. 105/106,52.50444394832,13.404537269937
Alexandrinenstr. 105/106,52.50444394832,13.404537269937
Alexandrinenstr. 105/106,52.50444394832,13.404537269937
Alexandrinenstr. 105/106,52.50444394832,13.404537269937
Alexandrinenstr. 105/106,52.50444394832,13.404537269937
Alexandrinenstr. 108,52.501599437209,13.401997360246
Alexandrinenstr. 11,52.501297939546,13.40194624848
Alexandrinenstr. 11,52.501297939546,13.40194624848
Alexandrinenstr. 11,52.501297939546,13.40194624848
Alexandrinenstr. 11,52.501297939546,13.40194624848
Alexandrinenstr. 11,52.501297939546,13.40194624848
Alexandrinenstr. 110,52.501599437209,13.401997360246
Alexandrinenstr. 110,52.501599437209,13.401997360246
Alexandrinenstr. 111,52.501599437209,13.401997360246
Alexandrinenstr. 112,52.501599437209,13.401997360246
Alexandrinenstr. 134,52.497927982336,13.399133421583
Alexandrinenstr. 134,52.497927982336,13.399133421583
Alexandrinenstr. 135/136,52.499181810521,13.400088866322
Alexandrinenstr. 135/136,52.499181810521,13.400088866322
Alexandrinenstr. 135/136,52.499181810521,13.400088866322
Alexandrinenstr. 135/136,52.499181810521,13.400088866322
Alexandrinenstr. 135/136,52.499181810521,13.400088866322
Alexandrinenstr. 137,52.499181810521,13.400088866322
Alexandrinenstr. 137,52.499181810521,13.400088866322
Alexandrinenstr. 22,52.503390590667,13.403808022924
Alexandrinenstr. 24,52.503390590667,13.403808022924
Alexandrinenstr. 27,52.503390590667,13.403808022924
Alexandrinenstr. 36,52.504564822886,13.405528112038
Alexandrinenstr. 37,52.504466586981,13.405793734549
Alexandrinenstr. 37a,52.504466586981,13.405793734549
Alexandrinenstr. 37a,52.504466586981,13.405793734549
Alexandrinenstr. 43,52.50552107231,13.407178257316
Alexandrinenstr. 45,52.505691937406,13.407617888138
Alexandrinenstr. 46 und 50,52.506414493929,13.408984225594
Alexandrinenstr. 48,52.506374978696,13.409589144126
Alexandrinenstr. 48,52.506374978696,13.409589144126
Alexandrinenstr. 48,52.506374978696,13.409589144126
Alexandrinenstr. 49,52.506529834357,13.409882007823
Alexandrinenstr. 49,52.506529834357,13.409882007823
Alexandrinenstr. 50,52.50668140545,13.409709633053
Alexandrinenstr. 63/64,52.506625635354,13.409163844139
Alexandrinenstr. 68/69,52.506692090222,13.409356320169
Alexandrinenstr. 76,52.50575527422,13.406535415764
Alexandrinenstr. 84,52.505586803161,13.406100546772
Alexandrinenstr. 87,52.50511488062,13.405138080948
Alexandrinenstr. 89,52.50511488062,13.405138080948
Alexandrinenstr. 92,52.504731874217,13.404461598678
Alexandrinenstr. 93/94,52.504565912534,13.404424802123
Alexandrinenstr. 93/94,52.504565912534,13.404424802123
Alexandrinenstr. 93/94,52.504565912534,13.404424802123
Alexandrinenstr. 95/6,52.504442991924,13.40369783966
Alexandrinenstr. 95/96,52.504442991924,13.40369783966
Alexandrinenstr. 95/96,52.504442991924,13.40369783966
Alexandrinenstr. 95/96,52.504442991924,13.40369783966
Alexandrinenstr. 95/96,52.504442991924,13.40369783966
Alexandrinenstr. 95/96,52.504442991924,13.40369783966
Alexandrinenstr. 97,52.504646965538,13.402954616306
Alexandrinenstr. 99,52.504877300237,13.402115923074
Allensteiner Str.  38,52.550462537059,13.25491439612
Allensteinerstr. 36,52.48010884647,13.311225295049
Allensteinerstr. 39,52.481260770848,13.309589673682
Alsenstr. 6,52.413530648879,13.145868653965
Alt Moabit  114,52.52389252769,13.352913983796
Alt Moabit  130,52.52300517751,13.360135496296
Alt Moabit  15,52.524187602363,13.353163950005
Alt Moabit  51,52.524016789405,13.330251832181
Alt Moabit 105,52.524523810728,13.348483812692
Alt Moabit 106,52.524487433268,13.34877743076
Alt Moabit 109,52.524207226245,13.35042221162
Alt Moabit 111,52.524055178521,13.351626607287
Alt Moabit 139,52.522813476361,13.362869721178
Alt Moabit 139b,52.523535353823,13.356689844423
Alt Moabit 52,52.523990512138,13.329375755661
Alt Moabit 62/63,52.523886827996,13.328557681911
Alt Moabit 62/63,52.523886827996,13.328557681911
Alt Moabit 63/63,52.523839973157,13.328733031325
Alt Moabit 75,52.524197628966,13.333447935681
Alt Moabit 80,52.524548369704,13.335285248857
Alt Moabit 83b,52.525282414875,13.338720990968
Alt Moabit 85a,52.525470001868,13.340714207543
Alt Moabit 86,52.525391379616,13.341420634343
Alt Moabit 86,52.525391379616,13.341420634343
Alt Moabit 95,52.523350889107,13.344649678722
Alt Moabit 95/96,52.523350889107,13.344649678722
Alt Moabit 95/96,52.523350889107,13.344649678722
Alt Moabit 95/96,52.523350889107,13.344649678722
Alt Stralau 36,52.492974410994,13.475116516219
Alt Stralau 4,52.496451098703,13.466092726898
Alt-Moabit 135,52.522837958542,13.361538626888
Alt-Moabit 82d,52.524988126254,13.337427579489
Alt-Moabit 84,52.525550803414,13.339677282302
Alt-Moabit 86,52.525391379616,13.341420634343
Alte Jacobstr. 11/12,52.5270467202,13.466088611908
Alte Jacobstr. 156/157,52.498909542837,13.39590986948
Alte Jacobstr. 40/41,52.507412742128,13.404072846008
Alte Jacobstr. 78,52.510326207853,13.408248374894
Alte Jakobstr.  101,52.508178219436,13.404817829563
Alte Jakobstr.  134,52.502638787265,13.398027817438
Alte Jakobstr.  5,52.503915845974,13.399136939362
Alte Jakobstr.  5,52.503915845974,13.399136939362
Alte Jakobstr.  51,52.508766377582,13.406240489989
Alte Jakobstr.  74,52.510691239736,13.409388649002
Alte Jakobstr.  96,52.508417321882,13.405301742469
Alte Jakobstr. 106,52.506507333834,13.40213880725
Alte Jakobstr. 106,52.506507333834,13.40213880725
Alte Jakobstr. 129,52.503203769449,13.398408355843
Alte Jakobstr. 133,52.502814807232,13.398191767464
Alte Jakobstr. 133,52.502814807232,13.398191767464
Alte Jakobstr. 133,52.502814807232,13.398191767464
Alte Jakobstr. 156/157,52.498909542837,13.39590986948
Alte Jakobstr. 173,52.501036586473,13.397791112493
Alte Jakobstr. 18,52.505233489212,13.401117135492
Alte Jakobstr. 20/22,52.505541649882,13.401180837956
Alte Jakobstr. 20/22,52.505541649882,13.401180837956
Alte Jakobstr. 20/22,52.505541649882,13.401180837956
Alte Jakobstr. 20/22,52.505541649882,13.401180837956
Alte Jakobstr. 20/22,52.505541649882,13.401180837956
Alte Jakobstr. 20/22,52.505541649882,13.401180837956
Alte Jakobstr. 20/22,52.505541649882,13.401180837956
Alte Jakobstr. 23/24,52.506060262789,13.401658474693
Alte Jakobstr. 23/24,52.506060262789,13.401658474693
Alte Jakobstr. 23/24,52.506060262789,13.401658474693
Alte Jakobstr. 24,52.506060262789,13.401658474693
Alte Jakobstr. 24,52.506060262789,13.401658474693
Alte Jakobstr. 46,52.50802897965,13.405060904755
Alte Jakobstr. 48,52.50832414837,13.40554613313
Alte Jakobstr. 54/55,52.50905369655,13.406590680852
Alte Jakobstr. 64a,52.510028283205,13.408095998749
Alte Jakobstr. 75,52.510623597778,13.40918974644
Alte Jakobstr. 75,52.510623597778,13.40918974644
Alte Jakobstr. 77,52.510404913924,13.408571161986
Alte Jakobstr. 77,52.510404913924,13.408571161986
Alte Jakobstr. 77c,52.510686923056,13.408131195888
Alte Jakobstr. 78,52.510326207853,13.408248374894
Alte Jakobstr. 78,52.510326207853,13.408248374894
Alte Jakobstr. 81/82,52.510055346652,13.407725679412
Alte Jakobstr. 83,52.509850870124,13.407411860957
Alte Jakobstr. 88,52.509365138835,13.406731669515
Alte Jakobstr. 9,52.503915845974,13.399136939362
Alte Jakobstr. 93,52.508844245462,13.405898256882
Alte Jakobstr. 93,52.508844245462,13.405898256882
Alte Leipziger Str. 12,52.512589540984,13.399577510926
Alte Leipziger Str. 13,52.509938167646,13.385698456962
Alte Leipziger Str. 16,52.512512171437,13.399494134361
Alte Leipziger Str. 17,52.512623075662,13.399726294477
Alte Leipziger Str. 6,52.512701220118,13.399538906943
Alte Leipziger Str. 6,52.512701220118,13.399538906943
Alte Leipziger Str. 7/9,52.512623075662,13.399726294477
Alte Leipziger Str. 7/9,52.512623075662,13.399726294477
Alte Leipziger Str. 7/9,52.512623075662,13.399726294477
Alte Leipziger Str. 71,52.512623075662,13.399726294477
Alte Schönhauser 3,52.528094333842,13.408693873048
Alte Schönhauser 46,52.526663752518,13.407989457905
Alte Schönhauser Str.  18,52.526340250549,13.407408557064
Alte Schönhauser Str.  25,52.525807918294,13.406880699753
Alte Schönhauser Str.  35,52.525719698763,13.407203654483
Alte Schönhauser Str.  57,52.52810737458,13.409044896439
Alte Schönhauser Str.  59,52.528209805781,13.409126975721
Alte Schönhauser Str.  60,52.528388412915,13.40939057684
Alte Schönhauser Str.  60,52.528388412915,13.40939057684
Alte Schönhauser Str.  9,52.52718992649,13.40796481511
Alte Schönhauser Str. 10,52.527146586817,13.408065498653
Alte Schönhauser Str. 14/15,52.526772801078,13.407653511226
Alte Schönhauser Str. 19,52.526237486987,13.407325218119
Alte Schönhauser Str. 20,52.526244280174,13.407209857091
Alte Schönhauser Str. 20,52.526244280174,13.407209857091
Alte Schönhauser Str. 23/24,52.525999025687,13.407026796326
Alte Schönhauser Str. 3,52.528094333842,13.408693873048
Alte Schönhauser Str. 41,52.526183259918,13.407593161523
Alte Schönhauser Str. 42,52.526334553271,13.407725511774
Alte Schönhauser Str. 48/49,52.526842203237,13.408136979401
Alte Schönhauser Str. 55,52.527529885813,13.408582087647
Alte Schützenstr. 2,52.570379191344,13.384260876749
Altenburger Allee 19,52.518341360855,13.258923847815
Alter Fürstenbrunner Weg 25/32,52.519963479692,13.279915729805
Altonaer Str.  3,52.523483868001,13.636918763461
Altonaer Str.  32,52.532414450558,13.191136295531
Altonaer Str.  7,52.516759108993,13.343280243382
Altonaer Str. 1,52.522627279406,13.638365479949
Altonaer Str. 11,52.52443441773,13.636467062699
Altonaer Str. 11,52.52443441773,13.636467062699
Altonaer Str. 11,52.52443441773,13.636467062699
Altonaer Str. 12,52.52389944276,13.637579425069
Altonaer Str. 12,52.52389944276,13.637579425069
Altonaer Str. 13,52.523174450045,13.638815085235
Altonaer Str. 13,52.523174450045,13.638815085235
Altonaer Str. 16,52.532109726468,13.193962840919
Altonaer Str. 17,52.531803493636,13.193462525119
Altonaer Str. 17,52.531803493636,13.193462525119
Altonaer Str. 22,52.518723072726,13.341646358996
Altonaer Str. 29,52.531806008207,13.191296222243
Altonaer Str. 32,52.532414450558,13.191136295531
Altonaer Str. 33,52.531993846657,13.190760450992
Altonaer Str. 35,52.531838655719,13.190734383273
Altonaer Str. 35,52.531838655719,13.190734383273
Altonaer Str. 5,52.516779309379,13.343543770417
Altonaer Str. 6,52.517508409227,13.344180543602
Altonaerstr. 12,52.52389944276,13.637579425069
Alvenslebenstr. 7,52.495462201766,13.363449952269
Am Bayerischen Platz ,52.488523180358,13.340632400168
Am Bayerischen Platz 9,52.488159636263,13.340537852301
Am Erlenbusch 4,52.464296860837,13.300055187801
Am Erlenbusch 4,52.464296860837,13.300055187801
Am Fehrbelliner Platz ,52.490268120299,13.314305662601
Am Friedrichshain 16/23,52.528881143094,13.42985088631
Am Friedrichshain 16/23,52.528881143094,13.42985088631
Am Friedrichshain 8,52.52930564458,13.433433395547
Am Gr. Wannsee 5,52.41915,13.15531
Am Johannistisch  9,52.495382951603,13.398796412177
Am Karlsbad 16,52.503279499944,13.371994548185
Am Karlsbad 21,52.503444664143,13.371973979798
Am Köllnischen Park 1,52.511881092802,13.415478604574
Am Köllnischen Park 6,52.512320346438,13.415262100015
Am Köllnischen Park 7,52.512199730851,13.415204348702
Am Köllnischen Park 7,52.512199730851,13.415204348702
Am Köllnischen Park 7,52.512199730851,13.415204348702
Am Königsgraben 4,52.555938052272,13.194451086779
Am Kupfergraben 4,52.520622118619,13.394727862158
Am Kupfergraben 4,52.520622118619,13.394727862158
Am Kupfergraben 4,52.520622118619,13.394727862158
Am Kupfergraben 4a,52.520508543831,13.394832887405
Am Kupfergraben 4a,52.520508543831,13.394832887405
Am Kupfergraben 5,52.520329003465,13.395121392512
Am Kupfergraben 5,52.520329003465,13.395121392512
Am Markt 1,52.525436097069,13.231175138257
Am Markt 3,52.475569263322,13.510030830982
Am Markt 4/5,52.475401248073,13.509893032494
Am Park 11,52.589073517634,13.459201712841
Am Park 11,52.589073517634,13.459201712841
Am Park 18,52.510828518862,13.374375196244
Am Park 20,52.510828518862,13.374375196244
Am Park 23,52.588964971988,13.460673072124
Am Rosenanger 21,52.628522944929,13.300623229379
Am Sandwerder 10,52.423115522798,13.180642236574
Am Schloßplatz 1,52.51567373635,13.401056953427
Am Stadtpark 4,52.517546630705,13.478867166433
Am Treptower Park 28/30,52.487540381256,13.462661762472
Am Treptower Park 43,52.485321775305,13.466625480664
Am Treptower Park 49,52.484445908332,13.467924843294
Am Weidendamm 1,52.521988670194,13.389442301626
Am Weidendamm 1a,52.521831585337,13.389032191312
Am Weidendamm 1a,52.521831585337,13.389032191312
Am Wieselbau 26,52.452574350151,13.253830249074
Am Zirkus 1,52.523102863383,13.38568857366
Am Zirkus 7,52.523044938643,13.385515766194
Amalienstr. 2/4,52.554553344746,13.459003562811
An der Apostelkirche 7,52.500057454454,13.358280078209
An der Heerstr. 77,52.507458842596,13.245921671971
An der Jerusalemer Kirche 2,52.508322825453,13.397279628186
An der Ringbahn ,52.498288712248,13.288825529163
An der Schleuse 12,52.602147023474,13.247074770391
An der Schleuse 12,52.602147023474,13.247074770391
An der Schleuse 13,52.602366838885,13.246656597241
An der Spandauer Brücke  6,52.523564250452,13.403450238241
An der Spandauer Brücke  6,52.523564250452,13.403450238241
An der Spandauer Brücke  9,52.522593160041,13.403954330515
An der Spandauer Brücke 1,52.523221916856,13.403536271429
An der Spandauer Brücke 1,52.523221916856,13.403536271429
An der Spandauer Brücke 1,52.523221916856,13.403536271429
An der Spandauer Brücke 11,52.522170800959,13.404089861272
An der Spandauer Brücke 12,52.52206779594,13.404368174445
An der Spandauer Brücke 13,52.52206779594,13.404368174445
An der Spandauer Brücke 13,52.52206779594,13.404368174445
"An der Spandauer Brücke 13, Berlin",52.52206779594,13.404368174445
An der Spandauer Brücke 14,52.52206779594,13.404368174445
An der Spandauer Brücke 15,52.52206779594,13.404368174445
An der Spandauer Brücke 15,52.52206779594,13.404368174445
An der Spandauer Brücke 15,52.52206779594,13.404368174445
An der Spandauer Brücke 1a,52.523221916856,13.403536271429
An der Spandauer Brücke 1b,52.523221916856,13.403536271429
An der Spandauer Brücke 1b,52.523221916856,13.403536271429
An der Spandauer Brücke 2,52.523223968959,13.403531629045
An der Spandauer Brücke 2,52.523223968959,13.403531629045
An der Spandauer Brücke 2,52.523223968959,13.403531629045
An der Spandauer Brücke 2,52.523223968959,13.403531629045
An der Spandauer Brücke 2,52.523223968959,13.403531629045
An der Spandauer Brücke 4/5,52.523506289592,13.403911494372
An der Spandauer Brücke 6,52.523564250452,13.403450238241
An der Spandauer Brücke 6,52.523564250452,13.403450238241
An der Spandauer Brücke 6,52.523564250452,13.403450238241
An der Spandauer Brücke 6,52.523564250452,13.403450238241
An der Stechbahn 1,52.512267791905,13.614900342009
An der Stechbahn 3/4,52.512126682565,13.614814259864
An der Wuhlheide 196,52.457071534571,13.54438464788
Andreasstr. 26,52.515685811695,13.432889416408
Andreasstr. 31,52.515971000547,13.432830736708
Andreasstr. 32,52.516174722703,13.43290332399
Andreasstr. 32,52.516174722703,13.43290332399
Andreasstr. 32,52.516174722703,13.43290332399
Andreasstr. 40,52.516810019165,13.433292888935
Andreasstr. 40,52.516810019165,13.433292888935
Andreasstr. 43,52.517151948912,13.432613725484
Andreasstr. 48,52.516827463413,13.432366043996
Andreasstr. 48,52.516827463413,13.432366043996
Andreasstr. 48,52.516827463413,13.432366043996
Andreasstr. 5,52.512023911162,13.43095750748
Andreasstr. 52,52.516283394078,13.431464821767
Andreasstr. 57,52.514168912648,13.431516229776
Andreasstr. 59,52.514168912648,13.431516229776
Andreasstr. 6,52.512023911162,13.43095750748
Andreasstr. 68,52.513173506464,13.431150859171
Andreasstr. 69,52.512509316445,13.43081354789
Andreasstr. 69,52.512509316445,13.43081354789
Anemonenstr.  14,52.443600516973,13.595885743199
Anhalter Str. 13,52.505204558544,13.386333286625
Anhalter Str. 3,52.504683988117,13.383631883459
Anhalter Str. 7,52.504861332711,13.384846352686
Anhalter Str. 8,52.504915479806,13.385087164764
Anklamer Str.  47,52.534791097294,13.396590488682
Anklamer Str. 33,52.535805852402,13.3999425794
Anklamer Str. 33,52.535805852402,13.3999425794
Anklamer Str. 39,52.53520181055,13.399044374655
Anklamer Str. 39,52.53520181055,13.399044374655
Annenstr.  9,52.509605028904,13.41303595035
Annenstr. 12,52.53170182115,13.552214938007
Annenstr. 3,52.508092263019,13.416117473234
Ansbacher Str 2,52.504479537022,13.342500139653
Ansbacher Str 21,52.502855082277,13.342893670007
Ansbacher Str 22,52.502669590759,13.342339542388
Ansbacher Str 4,52.504306785997,13.342547245949
Ansbacher Str.  23,52.502626100354,13.342643430551
Ansbacher Str.  29,52.500817357796,13.341782313465
Ansbacher Str.  29,52.500817357796,13.341782313465
Ansbacher Str.  38,52.50009588548,13.340724684922
Ansbacher Str.  40,52.499206104548,13.340349846212
Ansbacher Str.  42,52.499023840064,13.340164103238
Ansbacher Str.  46,52.498716475674,13.339954974754
Ansbacher Str.  48,52.498552693286,13.339875765769
Ansbacher Str.  8,52.504018197071,13.342511455222
Ansbacher Str.  9,52.503769547913,13.342969861507
Ansbacher Str. 10,52.503790125485,13.34249175775
Ansbacher Str. 17,52.503139396432,13.342917390793
Ansbacher Str. 51,52.498046761611,13.340237780167
Ansbacher Str. 55,52.497836208203,13.340073159589
Ansbacher Str. 55,52.497836208203,13.340073159589
Ansbacher Str. 8a,52.503969052065,13.342632944586
Ansbacher Str. 9,52.503769547913,13.342969861507
Ansbacherstr. 25,52.502626100354,13.342643430551
Anzengruberstr.  11,52.480559555106,13.440690531135
Anzengruberstr. 26,52.480194876613,13.437316371752
Anzengruberstr. 6,52.480283664763,13.438975929021
Apostel Paulus Str. 12,52.487981395092,13.344237205267
Apostel-Paulus-Str.  26,52.488037134748,13.347894732537
Apostel-Paulus-Str. 18 (AF),52.487430284958,13.342259662851
Apostel-Paulus-Str. 20,52.487596749555,13.343017889812
Apostel-Paulus-Str. 25,52.487959685963,13.347519390913
Apostel-Paulus-Str. 26,52.488037134748,13.347894732537
Apostel-Paulusstr. 36,52.488304936554,13.351224024478
"Arminiushalle, Stand  285",52.595163687442,13.419155305194
Arndtstr. 29,52.488350576017,13.392295936771
Artilleriestr.  36,52.517669999,13.405537999
Artilleriestr. 3,52.517669999,13.405537999
Artilleriestr. 9,52.401436339095,13.415892608317
Aschaffenburger Str.  15,52.38716537244,13.424806070246
Aschaffenburger Str.  22,52.492206335297,13.335300587739
Aschaffenburger Str.  9,52.386562126869,13.424465932615
Aschaffenburger Str. 14,52.387069818744,13.425406130695
Aschaffenburger Str. 15,52.38716537244,13.424806070246
Aschaffenburger Str. 18,52.387601943867,13.425142687478
Aschaffenburger Str. 20,52.491740804395,13.336197116103
"Aschaffenburger Str. 20, III.,",52.491740804395,13.336197116103
Aschaffenburger Str. 23,52.492359682216,13.335122137021
Aschaffenburger Str. 3,52.386126645089,13.42514771662
Aschaffenburger Str. 4,52.491774373917,13.335052567224
Aschaffenburger Str. 5,52.49127896153,13.336050348979
"Aschaffenburger Str. 6, ptr.,",52.491126662349,13.33627355906
Aschaffenburger Str. 6a,52.490909361509,13.33646315771
Aschaffenburger Str. 9,52.386562126869,13.424465932615
Attilastr. 96,52.445329955055,13.357557725793
Auerbachstr. 17,52.486515651684,13.259200618257
Augsburger Str.  21,52.501022882062,13.336030819144
Augsburger Str.  28,52.502258503013,13.333609419164
Augsburger Str.  41,52.502596416745,13.332092665756
Augsburger Str.  43,52.502704752843,13.331821008274
Augsburger Str.  44,52.503059013981,13.33186811457
Augsburger Str.  47,52.386693806568,13.418298360621
Augsburger Str.  50,52.386994523423,13.418104815111
Augsburger Str.  53,52.386994523423,13.418104815111
Augsburger Str.  60,52.386994523423,13.418104815111
Augsburger Str.  68,52.386994523423,13.418104815111
Augsburger Str.  8,52.500792379724,13.33778674404
Augsburger Str. 10,52.383119302049,13.419111656686
Augsburger Str. 13,52.500590040582,13.337109737721
Augsburger Str. 17,52.381770863376,13.419591688281
Augsburger Str. 18,52.381345649427,13.419682799568
Augsburger Str. 21,52.501022882062,13.336030819144
Augsburger Str. 24,52.501483215702,13.335541251706
Augsburger Str. 29,52.501548050205,13.334716285269
Augsburger Str. 30,52.50202460331,13.33462182122
Augsburger Str. 31,52.501665396849,13.334425433229
Augsburger Str. 35,52.501879805933,13.333887147407
Augsburger Str. 38,52.502599727596,13.332968658457
Augsburger Str. 38,52.502599727596,13.332968658457
Augsburger Str. 40,52.502640757012,13.332865896324
Augsburger Str. 42,52.502682163614,13.332762212182
Augsburger Str. 42,52.502682163614,13.332762212182
Augsburger Str. 51,52.386994523423,13.418104815111
Augsburger Str. 52,52.386994523423,13.418104815111
Augsburger Str. 53,52.386994523423,13.418104815111
"Augsburger Str. 53, Biswanger,",52.386994523423,13.418104815111
Augsburger Str. 54,52.386994523423,13.418104815111
Augsburger Str. 54,52.386994523423,13.418104815111
Augsburger Str. 54,52.386994523423,13.418104815111
Augsburger Str. 60,52.386994523423,13.418104815111
Augsburger Str. 61,52.386994523423,13.418104815111
Augsburger Str. 61,52.386994523423,13.418104815111
